instance;mean_sum;mean_sum_abs;mean_sum2;rms_sum;rms_sum_abs;rms_sum2;std_sum;std_sum_abs;std_sum2;kurtosis_sum;kurtosis_sum_abs;kurtosis_sum2;skew_sum;skew_sum_abs;skew_sum2;min_sum;min_sum_abs;min_sum2;max_sum;max_sum_abs;max_sum2;intensidade;cont;intensidade_quad;cont_quad;rms_phase0;rms_phase1;rms_phase2;std_phase0;std_phase1;std_phase2;kurtosis_phase0;kurtosis_phase1;kurtosis_phase2;skew_phase0;skew_phase1;skew_phase2;corr_phase0_phase1;corr_phase1_phase2;corr_phase2_phase0;target
instance-1.csv;-1.1979460025674968;2.402576996778754;550.5844667694165;3.0452287940690086;3.0452287940690086;562.1038637556745;2.799704231371511;1.8711072077186208;113.21439220035232;0.8372312815442569;3.5501082487696802;-0.1531969226444918;0.017198375211942188;1.0902586058582486;0.15166877961663466;-46;0;5;45;46;2789;0.0006749991562510546;0.008374989531263087;0.3650532936833829;1.1421235723455345;13.90391571110131;13.038571480210829;13.684343185679007;13.870715682081123;13.037126305611334;13.684273879454665;-1.4333758295226784;-1.4225602668571449;-1.4264356809711343;0.003590808512991075;0.006951718670024818;0.005426946992035161;0.99406440241068;0.9938115283973055;0.9938290929903242;0
instance-2.csv;-1.2089747387815766;2.105886117642353;538.8840326449592;2.7064002095490944;2.7064002095490944;543.17908099158;2.421359571652959;1.6999546328560062;68.17267331683585;7.277782376099131;24.18067052870081;273.10728689031697;0.11364909250114252;1.8242892548452163;4.178106920254349;-70;0;50;71;71;7694;0.0019362475796905253;0.016749979062526173;0.15925605092993633;0.03337495828130215;13.709950493950435;12.93955638574409;13.54581745922101;13.673622170462561;12.938365072974673;13.545769628255528;-1.4743440498889848;-1.4783367690581004;-1.466028940798877;-0.0016169607011436778;-0.0006876556972247823;0.00197434740371535;0.9962629089296283;0.9959721222073408;0.9958324082878123;1
instance-3.csv;-2.2254809681487897;3.391009511238111;641.4785594018008;4.2130264137565705;4.2130264137565705;649.5525033210802;3.577265159785904;2.5001292082016913;102.09658367679194;-0.1547999166185665;0.39859074351637025;3.557040624361857;0.008912813482331423;0.8059437043091909;0.3097396251839831;-36;0;9;32;36;3765;0.00028624964218794727;0.004499994375007031;2.1567960540049325;6.575241780947774;14.110831162817975;14.902898916972658;14.84138157877295;14.064204084424741;14.774417825112664;14.815661188395168;-1.4548119574756182;-1.4660615176412584;-1.4733647796318516;-0.000500699615144433;0.002575884968748846;0.0013921993982647333;0.9922699819860721;0.993481737162832;0.9914750229200275;0
instance-4.csv;-1.4481506898116376;3.836705204118495;728.220767224041;5.010814416307354;5.010814416307354;848.7391389201058;4.7969907957251365;3.2230349503788607;435.9502725294156;24.844983242484897;104.10219280351157;3974.36301739699;-0.027310933115688295;4.601050362086592;56.029978148019374;-167;0;10;142;167;45509;0.033513708107864866;0.28799964000045;24.632445459443176;25.995342505821867;15.763359949439836;15.114625638272182;15.851982278040886;15.704615505465977;15.097058200201412;15.830911883625795;-0.7231679374265516;-1.3815445251299032;-0.793371472424349;0.0003113595390165534;0.0037724263446835935;-0.014944722284487268;0.9670543859555003;0.9739970221886967;0.9619114679587909;0
instance-5.csv;-1.1943785070268662;1.8642926696341628;541.205795992755;2.4347936441770353;2.4347936441770353;550.667118189071;2.1217163032972057;1.5660884175783991;101.63936953023975;220.27236959527303;718.699985835697;35040.64565472435;-1.320713597230695;7.713091132881651;123.63744266707013;-232;0;29;96;232;37385;0.0028374964531294334;0.015499980625024218;0.3929882587646765;0.03812495234380957;13.785824601335971;12.956088392131205;13.538707827161275;13.74869940527492;12.955183591802708;13.538674119421488;-1.4305745880701353;-1.4644060902036575;-1.4426071341976163;0.005724559725258288;0.0010752671995348435;-0.0025467484838995083;0.9962824693029035;0.995849026302797;0.9953037756106691;0
instance-6.csv;-1.2162897296378379;2.2074659906675116;516.63384795769;2.7900450748259606;2.7900450748259606;521.7351273891965;2.51097407655637;1.7062958183172403;72.78056262664818;0.3130896407209436;1.594956915038713;-0.12204366795233224;0.004182605399943294;0.9510523349526702;0.4217957272969305;-20;0;58;48;48;1513;7.374990781261523e-05;0.001249998437501953;0.01418248227189716;0.00612499234375957;13.365183751629797;12.690432811419154;13.30257968597509;13.326960176960032;12.68926707359688;13.302535723110886;-1.4666268765617096;-1.4616340430740704;-1.463302497878441;0.0026470705432387236;-0.00030242746456059705;0.0032445129677716802;0.9937416074234859;0.9939480489706733;0.9929503916124832;0
instance-7.csv;-2.1122923596345506;3.0691111636110455;647.8457976927529;3.8443268625909943;3.8443268625909943;656.6425821313671;3.2120196160466117;2.31503902598569;107.1228410750474;7.0601242197286105;21.97603552728026;2167.3579658723697;0.011355756995229425;1.672356880650672;20.510548446206116;-77;0;11;77;77;16427;0.004021244973443783;0.03087496140629824;2.8532514334357084;5.482368147039816;14.114803212068272;14.978121571807419;14.975780519141475;14.074102879098819;14.852418337753463;14.94899663070057;-1.4424213558889936;-1.4625889831059888;-1.480714521603551;0.0012810330288258696;0.0005983929657156371;-0.0008017386880646091;0.994786251367182;0.9946125638201306;0.9932499106190612;0
instance-8.csv;-1.453244433444458;2.7468728164089793;708.9101026123717;3.4622397037351837;3.4622397037351837;715.1064198406139;3.142480609770407;2.1075562855102334;93.9343287162737;0.3416037373671501;1.7448910261525192;1.6790038790523667;0.030573211914171495;0.9558359213803364;0.11381444612378888;-16;0;266;66;66;1454;6.749991562510546e-05;0.0004999993750007813;6.744491569385538;12.854483931895086;15.424322152459656;15.069056785492895;15.618063783488163;15.36331089106291;15.052122450143505;15.59771990806602;-1.4685677548699383;-1.4627326652094843;-1.4862850136789274;0.00047044148079275066;-0.0009532016436935001;0.0001055847686620092;0.9886953707750199;0.9919268678569674;0.9919266691852444;0
instance-9.csv;-1.2144272319659601;1.8114039857450177;527.3380845773943;2.331461870877783;2.331461870877783;536.4513557082121;1.9901962098286763;1.467831753227867;98.46116795683288;28.56993848834778;88.1279256401267;4841.088719216492;-0.06209268631711455;2.5613706736917017;26.0718460590628;-123;0;30;75;123;20181;0.0013337483328145839;0.010749986562516797;0.17614852981433773;0.03787495265630918;13.620716596240422;12.76696004364054;13.372318244282887;13.585596288305162;12.765546684137957;13.372235758033117;-1.447709424866397;-1.4541083252961837;-1.4330840050965505;-0.00025066532314065607;0.008397365414178327;0.004218066352397041;0.9967150156751108;0.9966411068428948;0.9959236038820728;0
instance-10.csv;-1.2105609867987666;1.872592659259176;529.4390132012335;2.389011901556304;2.389011901556304;534.9964751505046;2.059592183666093;1.4835007914613039;76.91267596416452;4.2129466248980965;13.064285031340663;0.0004275435308471742;0.10666503391766127;1.1579071039600657;0.354360539065154;-20;0;130;84;84;2354;0.00014249982187522267;0.0017499978125027345;0.012789984012519984;0.008249989687512891;13.63597709462585;12.83115360955013;13.37387897822473;13.601537801782749;12.829880119661286;13.373738663503104;-1.4686109763550732;-1.462514962720437;-1.4665145738732779;0.0007487398479825366;0.0011343719313137873;0.004895954184410482;0.9973379389220203;0.9971073564412729;0.9968990113157405;0
